Tube,isInflow,duration[s],difference[mm],rate[mm/s],duty
1.2458140850067139,399.0,405.0
4.149045944213867,402.7,402.1
6.958254814147949,402.6,402.7
9.760759115219116,403.0,403.7
12.566584825515747,403.2,403.0
15.469563961029053,403.5,403.5
18.27841591835022,404.3,402.5
21.077839851379395,403.6,403.8
24.07457208633423,406.0,400.0
26.879060983657837,403.5,404.7
29.78426504135132,403.7,404.8
32.57822585105896,405.0,405.9
35.374462842941284,405.8,405.4
38.185847759246826,404.4,404.8
41.090622901916504,405.7,405.2
43.89952898025513,405.7,405.8
46.91449975967407,401.0,409.0
49.72687005996704,405.7,406.7
52.52974891662598,405.8,408.6
55.33037281036377,405.6,407.9
58.23324394226074,405.9,408.6
61.03709697723389,405.2,409.1
63.82562208175659,405.6,409.0
66.62985873222351,406.1,407.9
69.64137196540833,408.0,411.0
72.44115686416626,405.5,408.8
75.34772396087646,405.9,407.6
78.15987467765808,406.1,408.6
80.96475386619568,407.5,407.1
83.77123689651489,405.1,407.6
86.66924381256104,406.1,407.8
89.46809601783752,405.3,409.6
92.47199487686157,409.0,411.0
95.27268409729004,406.0,409.1
98.07820796966553,407.3,409.4
100.87654304504395,407.2,409.1
103.77967166900635,407.0,409.9
106.56558585166931,407.0,410.9
109.57108306884766,402.0,414.0
112.3607349395752,407.6,412.0
115.2217149734497,407.5,411.9
118.03112983703613,407.5,412.6
120.9300217628479,407.1,412.1
123.83668994903564,406.7,411.8
126.84446382522583,407.2,412.6
129.85833501815796,408.1,410.8
132.7592489719391,406.9,412.0
135.76175379753113,407.9,412.2
138.76159596443176,408.1,413.6
141.75344109535217,409.0,414.2
144.75402903556824,409.5,413.5
147.86165189743042,363.0,411.0
150.66508173942566,408.9,413.7
153.46438193321228,409.2,413.9
156.35883378982544,408.6,414.7
159.1456229686737,410.0,414.8
161.9413878917694,410.1,414.5
164.83358907699585,409.9,414.6
167.61985206604004,409.3,415.7
170.62715697288513,406.0,418.0
173.42615699768066,410.5,414.9
176.23199582099915,410.4,415.7
179.1377248764038,410.9,414.8
181.93694591522217,410.1,416.3
184.74947094917297,410.7,415.8
187.6491997241974,410.5,416.6
190.43439173698425,410.3,416.7
193.43516492843628,413.0,420.0
196.22814178466797,409.8,417.7
199.02683901786804,410.6,417.1
201.92605590820312,411.1,417.7
204.71539998054504,410.4,418.0
207.52372884750366,411.6,418.1
210.53498077392578,413.0,422.0
213.33219575881958,409.5,419.2
216.2378089427948,410.0,418.6
219.03752398490906,410.1,418.8
221.83250308036804,410.0,418.7
224.7316279411316,411.3,419.8
227.51945090293884,411.6,419.0
